title,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating,authors
"The Dark Is Rising (The Dark is Rising, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1973.0,,,,,,1416949658,4.07,Susan Cooper
Purity,https://images.gr-assets.com/books/1438958976m/23754479.jpg,,eng,,,2015.0,,,,,,374239215,3.59,Jonathan Franzen
The Door to December,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1985.0,,,,,,451205421,3.94,"Richard Paige, Dean Koontz"
"Four Blind Mice (Alex Cross, #8)",https://images.gr-assets.com/books/1408929456m/53625.jpg,,en-US,,,2002.0,,,,,,747266921,3.98,James Patterson
True Colors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2009.0,,,,,,312364105,3.89,Kristin Hannah
"Slapstick, or Lonesome No More!",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1976.0,,,,,,385334230,3.87,Kurt Vonnegut Jr.
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001.0,,,,,,812975219,4.05,Nassim Nicholas Taleb
"Labyrinth (Languedoc, #1)",https://images.gr-assets.com/books/1312498906m/14975.jpg,,eng,,,2005.0,,,,,,425213978,3.55,Kate Mosse
Founding Brothers: The Revolutionary Generation,https://images.gr-assets.com/books/1388791106m/7493.jpg,,en-GB,,,2000.0,,,,,,375705244,3.92,Joseph J. Ellis
Forward the Foundation (Foundation: Prequel #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,553565079,4.13,Isaac Asimov
"Saphirblau (Edelstein-Trilogie, #2)",https://images.gr-assets.com/books/1327251290m/6919272.jpg,,ger,,,2010.0,,,,,,3401063472,4.19,Kerstin Gier
"Going Clear: Scientology, Hollywood, and the Prison of Belief",https://images.gr-assets.com/books/1358119149m/16142053.jpg,,eng,,,2013.0,,,,,,307700666,4.02,Lawrence Wright
"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",https://images.gr-assets.com/books/1317294278m/7619292.jpg,,en-US,,,2010.0,,,,,,759529434,3.74,"Young Kim, Stephenie Meyer"
The French Lieutenant's Woman,https://images.gr-assets.com/books/1466630905m/56034.jpg,,eng,,,1969.0,,,,,,99478331,3.85,John Fowles
The Rime of the Ancient Mariner,https://images.gr-assets.com/books/1436976206m/732562.jpg,,eng,,,1798.0,,,,,,486223051,3.93,"Samuel Taylor Coleridge, Gustave Doré"
The Paper Bag Princess,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1980.0,,,,,,920236162,4.32,"Robert Munsch, Michael Martchenko"
Tortilla Flat,https://images.gr-assets.com/books/1400859671m/163977.jpg,,eng,,,1935.0,,,,,,582461502,3.82,John Steinbeck
"King Solomon's Mines (Allan Quatermain, #1)",https://images.gr-assets.com/books/1418964233m/23814.jpg,,eng,,,1885.0,,,,,,812966295,3.8,H. Rider Haggard
Brief Lives (The Sandman #7),https://images.gr-assets.com/books/1339922078m/25105.jpg,,eng,,,1994.0,,,,,,1563891379,4.55,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub"
"Nightfall (The Vampire Diaries: The Return, #1)",https://images.gr-assets.com/books/1347414391m/3934321.jpg,,en-US,,,2009.0,,,,,,61720771,3.57,L.J. Smith
"The People of Sparks (Book of Ember, #2)",https://images.gr-assets.com/books/1397931991m/3467.jpg,,eng,,,2004.0,,,,,,375828257,3.65,Jeanne DuPrau
Narcissus and Goldmund,https://images.gr-assets.com/books/1374680750m/5954.jpg,,eng,,,1930.0,,,,,,374506841,4.19,"Hermann Hesse, Ursule Molinaro"
Fables and Reflections (The Sandman #6),https://images.gr-assets.com/books/1311961999m/25106.jpg,,eng,,,1990.0,,,,,,1563891069,4.45,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein"
"The Bone Season (The Bone Season, #1)",https://images.gr-assets.com/books/1421412990m/17199504.jpg,,eng,,,2013.0,,,,,,1620401398,3.75,Samantha Shannon
Little Dorrit,https://images.gr-assets.com/books/1496619146m/31250.jpg,,eng,,,1855.0,,,,,,141439963,3.97,"Charles Dickens, Helen Small, Stephen Wall"
"Eagle Strike (Alex Rider, #4)",https://images.gr-assets.com/books/1373920729m/175004.jpg,,,,,2003.0,,,,,,142406139,4.11,Anthony Horowitz
Valley of the Dolls,https://images.gr-assets.com/books/1328281855m/50833.jpg,,en-US,,,1966.0,,,,,,739418378,3.7,Jacqueline Susann
The Source,https://images.gr-assets.com/books/1412531751m/12657.jpg,,eng,,,1965.0,,,,,,375760385,4.3,James A. Michener
You Shall Know Our Velocity!,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002.0,,,,,,1400033543,3.62,Dave Eggers
ثلاثية غرناطة,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,ara,,,1994.0,,,,,,9770907375,4.29,"Radwa Ashour, رضوى عاشور"
We're Going on a Bear Hunt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1989.0,,,,,,689853491,4.27,"Michael Rosen, Helen Oxenbury"
"Vampire Academy Collection (Vampire Academy, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2009.0,,,,,,1595142711,4.61,Richelle Mead
"Guardians of the West (The Malloreon, #1)",https://images.gr-assets.com/books/1342528416m/673657.jpg,,en-US,,,1985.0,,,,,,345352661,4.09,David Eddings
The Search,https://images.gr-assets.com/books/1302725483m/7076706.jpg,,eng,,,2010.0,,,,,,399156577,4.11,Nora Roberts
"Honeymoon (Honeymoon, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005.0,,,,,,446613371,3.81,"James Patterson, Howard Roughan"
Pandora's Star,https://images.gr-assets.com/books/1440699949m/45252.jpg,,eng,,,2004.0,,,,,,345461622,4.24,Peter F. Hamilton
How to Eat Fried Worms,https://images.gr-assets.com/books/1320519921m/322351.jpg,,eng,,,1973.0,,,,,,440421853,3.75,Thomas Rockwell
The Raven and other poems,https://images.gr-assets.com/books/1297913274m/269322.jpg,,en-US,,,1845.0,,,,,,439224063,4.3,"Edgar Allan Poe, Philip Pullman"
The Weight of Silence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008.0,,,,,,077832740X,3.93,Heather Gudenkauf
Trigger Warning: Short Fictions and Disturbances,https://images.gr-assets.com/books/1415036119m/22522808.jpg,,eng,,,2015.0,,,,,,62330268,3.92,Neil Gaiman
Lincoln,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995.0,,,,,,068482535X,4.17,David Herbert Donald
"Magic Burns (Kate Daniels, #2)",https://images.gr-assets.com/books/1311280284m/1811543.jpg,,en-US,,,2008.0,,,,,,441015832,4.33,Ilona Andrews
The Quiet American,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1955.0,,,,,,143039024,3.96,"Graham Greene, Robert  Stone"
"The Proposition (The Proposition, #1)",https://images.gr-assets.com/books/1355433171m/16062211.jpg,,eng,,,2012.0,,,,,,1480114480,4.05,Katie Ashley
"Cause of Death (Kay Scarpetta, #7)",https://images.gr-assets.com/books/1327632787m/6541.jpg,,en-US,,,1996.0,,,,,,425213382,3.93,Patricia Cornwell
Master and Commander,https://images.gr-assets.com/books/1467992540m/77430.jpg,,eng,,,1969.0,,,,,,393307050,4.1,Patrick O'Brian
"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",https://images.gr-assets.com/books/1442541694m/969275.jpg,,eng,,,1985.0,,,,,,575077352,4.42,Akira Toriyama
Revelation Space,https://images.gr-assets.com/books/1405532042m/89187.jpg,,eng,,,2000.0,,,,,,441009425,3.97,Alastair Reynolds
"Private (Private, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,316096156,3.88,"James Patterson, Maxine Paetro"
"Wicked Appetite (Lizzy & Diesel, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009.0,,,,,,312652917,3.77,Janet Evanovich
"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",https://images.gr-assets.com/books/1370064528m/6054449.jpg,,eng,,,2009.0,,,,,,1416980067,4.16,Rachel Renée Russell
A Hunger Like No Other (Immortals After Dark #2),https://images.gr-assets.com/books/1357616154m/14384.jpg,,eng,,,2006.0,,,,,,1416509879,4.21,Kresley Cole
"A Million Suns (Across the Universe, #2)",https://images.gr-assets.com/books/1330214586m/10345927.jpg,,eng,,,2012.0,,,,,,159514398X,4.04,Beth Revis
"The High Lord (Black Magician Trilogy, #3)",https://images.gr-assets.com/books/1327357942m/28251.jpg,,eng,,,2002.0,,,,,,1841493155,4.15,Trudi Canavan
The Valley of Amazement,https://images.gr-assets.com/books/1362956150m/17383934.jpg,,eng,,,2013.0,,,,,,62107313,3.6,Amy Tan
Three Weeks With My Brother,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004.0,,,,,,446694851,4.01,"Nicholas Sparks, Micah Sparks"
The High King (The Chronicles of Prydain #5),https://images.gr-assets.com/books/1407209964m/24781.jpg,,eng,,,1968.0,,,,,,080508052X,4.26,Lloyd Alexander
"Die for Me (Revenants, #1)",https://images.gr-assets.com/books/1358427893m/9462812.jpg,,eng,,,2011.0,,,,,,62004018,4.0,Amy Plum
Gift from the Sea,https://images.gr-assets.com/books/1328312670m/77295.jpg,,,,,1955.0,,,,,,394724550,4.18,Anne Morrow Lindbergh
Confessions of an Economic Hit Man,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004.0,,,,,,452287081,3.83,John Perkins
Ficciones,https://images.gr-assets.com/books/1388197956m/426504.jpg,,en-US,,,1944.0,,,,,,802130305,4.47,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner"
"Winter Prey (Lucas Davenport, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,425141233,4.24,John Sandford
The Complete Short Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1925.0,,,,,,684843323,4.28,Ernest Hemingway
"Dandelion Wine (Green Town, #1)",https://images.gr-assets.com/books/1374049845m/50033.jpg,,eng,,,1957.0,,,,,,671037706,4.08,Ray Bradbury
The Mummy (Ramses the Damned #1),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1989.0,,,,,,009947137X,3.81,Anne Rice
Switch: How to Change Things When Change Is Hard,https://images.gr-assets.com/books/1422839688m/6570502.jpg,,eng,,,2010.0,,,,,,385528752,4.02,"Chip Heath, Dan Heath"
The Collector,https://images.gr-assets.com/books/1394828024m/243705.jpg,,eng,,,1963.0,,,,,,99470470,3.99,John Fowles
Fairest,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006.0,,,,,,60734086,3.86,Gail Carson Levine
Timequake,https://images.gr-assets.com/books/1405784951m/9594.jpg,,eng,,,1997.0,,,,,,99267543,3.71,Kurt Vonnegut Jr.
The Orchardist,https://images.gr-assets.com/books/1335562453m/13540215.jpg,,,,,2012.0,,,,,,006218850X,3.75,Amanda Coplin
"One Summer: America, 1927",https://images.gr-assets.com/books/1380292864m/17262366.jpg,,eng,,,2013.0,,,,,,767919408,4.06,Bill Bryson
Evening Class,https://images.gr-assets.com/books/1368673760m/41967.jpg,,en-GB,,,1996.0,,,,,,752876821,3.98,Maeve Binchy
"The Talismans of Shannara (Heritage of Shannara, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,1857239016,4.01,Terry Brooks
"Anne of Windy Poplars (Anne of Green Gables, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1936.0,,,,,,808516965,4.04,L.M. Montgomery
A Hero of Our Time,https://images.gr-assets.com/books/1344023178m/226378.jpg,,eng,,,1840.0,,,,,,014044176X,4.11,"Mikhail Lermontov, Paul Foote"
The Atonement Child,https://images.gr-assets.com/books/1406513472m/9943.jpg,,en-US,,,1997.0,,,,,,084230052X,4.26,Francine Rivers
Amsterdam,https://images.gr-assets.com/books/1403191209m/6862.jpg,,,,,1998.0,,,,,,385494246,3.41,Ian McEwan
Theodore Rex,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001.0,,,,,,812966007,4.16,Edmund Morris
The Far Pavilions,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1978.0,,,,,,031215125X,4.2,M.M. Kaye
"Nothing to Lose (Jack Reacher, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,385340567,3.9,Lee Child
Adultery,https://images.gr-assets.com/books/1406247571m/20819682.jpg,,eng,,,2014.0,,,,,,1101874082,3.01,Paulo Coelho
The Christmas Shoes (Christmas Hope #1),https://images.gr-assets.com/books/1434144615m/42172.jpg,,en-US,,,2001.0,,,,,,312289510,4.22,Donna VanLiere
Skinny Bitch,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005.0,,,,,,762424931,3.34,"Rory Freedman, Kim Barnouin"
Curious George Goes to the Hospital,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1966.0,,,,,,395181585,4.22,"Margret Rey, H.A. Rey"
The Snowball: Warren Buffett and the Business of Life,https://images.gr-assets.com/books/1320458276m/2054761.jpg,,eng,,,2008.0,,,,,,553805096,4.05,Alice Schroeder
"The Bride (Lairds' Fiancées, #1)",https://images.gr-assets.com/books/1334369134m/107779.jpg,,eng,,,1989.0,,,,,,743452925,4.26,Julie Garwood
"Erak's Ransom (Ranger's Apprentice, #7)",https://images.gr-assets.com/books/1327918666m/2836109.jpg,,eng,,,2007.0,,,,,,1741662095,4.31,John Flanagan
Missing You,https://images.gr-assets.com/books/1373737793m/18114060.jpg,,eng,,,2014.0,,,,,,525953493,3.95,Harlan Coben
Snow,https://images.gr-assets.com/books/1357684424m/11691.jpg,,eng,,,2002.0,,,,,,375706860,3.55,"Orhan Pamuk, Maureen Freely"
"Halt's Peril (Ranger's Apprentice, #9)",https://images.gr-assets.com/books/1327902875m/6348045.jpg,,eng,,,2009.0,,,,,,1741663024,4.38,John Flanagan
"The Apprentice (Rizzoli & Isles, #2)",https://images.gr-assets.com/books/1467859772m/715834.jpg,,eng,,,2002.0,,,,,,345447867,4.14,Tess Gerritsen
Betty Crocker's Cookbook,https://images.gr-assets.com/books/1431198491m/1127996.jpg,,eng,,,1969.0,,,,,,307098222,4.25,Betty Crocker
Elsewhere,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005.0,,,,,,312367465,3.91,Gabrielle Zevin
Stay Close,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2012.0,,,,,,525952276,3.87,Harlan Coben
The Quickie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,316117366,3.82,"James Patterson, Michael Ledwidge"
"Step on a Crack (Michael Bennett, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007.0,,,,,,316013943,4.0,"James Patterson, Michael Ledwidge"
Counting by 7s,https://images.gr-assets.com/books/1396225872m/15937108.jpg,,eng,,,2013.0,,,,,,803738552,4.16,Holly Goldberg Sloan
"Hourglass (Evernight, #3)",https://images.gr-assets.com/books/1306377308m/6421588.jpg,,eng,,,2010.0,,,,,,61284475,3.8,Claudia Gray
"A Kiss of Shadows (Merry Gentry, #1)",https://images.gr-assets.com/books/1486707201m/139417.jpg,,eng,,,2000.0,,,,,,345490657,4.01,Laurell K. Hamilton
"Executive Power (Mitch Rapp, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2003.0,,,,,,743453964,4.33,Vince Flynn
"Savor the Moment (Bride Quartet, #3)",https://images.gr-assets.com/books/1415065163m/6781956.jpg,,eng,,,2010.0,,,,,,1423368886,4.13,"Nora Roberts, Angela Dawe"
The Most Dangerous Game,https://images.gr-assets.com/books/1386885674m/157076.jpg,,,,,1924.0,,,,,,1599869691,3.91,Richard Connell
Little Brother,https://images.gr-assets.com/books/1349673129m/954674.jpg,,en-US,,,2008.0,,,,,,765319853,3.94,Cory Doctorow
"Dearly Devoted Dexter (Dexter, #2)",https://images.gr-assets.com/books/1327896144m/136081.jpg,,eng,,,2005.0,,,,,,1400095921,3.84,Jeff Lindsay
The Essential Rumi,https://images.gr-assets.com/books/1391414844m/304079.jpg,,,,,1273.0,,,,,,62509594,4.44,"Jalaluddin Rumi, Coleman Barks"
Inside the O'Briens,https://images.gr-assets.com/books/1423486279m/22716194.jpg,,eng,,,2015.0,,,,,,147671777X,3.98,Lisa Genova
"Memories of Ice (The Malazan Book of the Fallen, #3)",https://images.gr-assets.com/books/1316729348m/175983.jpg,,eng,,,2001.0,,,,,,765348802,4.39,Steven Erikson
"Odd Hours (Odd Thomas, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008.0,,,,,,553807056,3.92,Dean Koontz
"The Dead Girls' Dance (The Morganville Vampires, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,451220897,4.06,Rachel Caine
"The Realms of the Gods (Immortals, #4)",https://images.gr-assets.com/books/1262375414m/13834.jpg,,en-US,,,1996.0,,,,,,141690817X,4.32,Tamora Pierce
"One Second After (After, #1)",https://images.gr-assets.com/books/1316728333m/4922079.jpg,,eng,,,2009.0,,,,,,765317583,3.92,William R. Forstchen
"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",https://images.gr-assets.com/books/1397852674m/385706.jpg,,eng,,,2005.0,,,,,,439656249,4.2,Suzanne Collins
The Lover's Dictionary,https://images.gr-assets.com/books/1312055996m/9279177.jpg,,en-US,,,2011.0,,,,,,374193681,3.89,David Levithan
Art Through the Ages ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1926.0,,,,,,155050907,3.84,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya"
"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",https://images.gr-assets.com/books/1328325115m/15567.jpg,,eng,,,1985.0,,,,,,1857231325,3.97,Terry Brooks
The Darkest Kiss (Lords of the Underworld #2),https://images.gr-assets.com/books/1399691671m/2498983.jpg,,eng,,,2008.0,,,,,,373772327,4.26,Gena Showalter
The Sugar Queen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,553805495,3.98,Sarah Addison Allen
"Pure (Covenant, #2)",https://images.gr-assets.com/books/1296780419m/9761771.jpg,,eng,,,2012.0,,,,,,983157227,4.34,Jennifer L. Armentrout
Purple Hibiscus,https://images.gr-assets.com/books/1329431038m/126381.jpg,,,,,2003.0,,,,,,7189885,4.11,Chimamanda Ngozi Adichie
No One Belongs Here More Than You,https://images.gr-assets.com/books/1341079226m/113429.jpg,,,,,2005.0,,,,,,743299396,3.81,Miranda July
"Hammered (The Iron Druid Chronicles, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011.0,,,,,,345522486,4.22,Kevin Hearne
No Rest for the Wicked (Immortals After Dark #3),https://images.gr-assets.com/books/1357615569m/14383.jpg,,en-CA,,,2006.0,,,,,,1416509887,4.3,Kresley Cole
"Extreme Measures (Mitch Rapp, #11)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008.0,,,,,,1416599398,4.32,Vince Flynn
"Saga, Vol. 4 (Saga, #4)",https://images.gr-assets.com/books/1486028981m/23093367.jpg,,eng,,,2014.0,,,,,,1632150778,4.47,"Brian K. Vaughan, Fiona Staples"
"A Beautiful Wedding (Beautiful, #2.5)",https://images.gr-assets.com/books/1384555141m/18528454.jpg,,eng,,,2013.0,,,,,,1476759545,4.08,Jamie McGuire
Bad Monkey,https://images.gr-assets.com/books/1359148688m/16071701.jpg,,eng,,,2013.0,,,,,,307272591,3.66,Carl Hiaasen
Sisterland,https://images.gr-assets.com/books/1362466425m/16099180.jpg,,en-US,,,2013.0,,,,,,1400068312,3.35,Curtis Sittenfeld
"Juliet, Naked",https://images.gr-assets.com/books/1480092420m/6224826.jpg,,en-US,,,2009.0,,,,,,1594488878,3.48,Nick Hornby
Chicken Soup for the Soul,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,1558749209,3.94,"Jack Canfield, Mark Victor Hansen"
"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2000.0,,,,,,349116652,3.95,Alexander McCall Smith
"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1994.0,,,,,,044661758X,4.12,Michael Connelly
Carpe Jugulum (Discworld #23; Witches #6),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1998.0,,,,,,61051586,4.12,Terry Pratchett
Bluebeard,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1987.0,,,,,,038533351X,4.02,Kurt Vonnegut Jr.
Good Faeries/Bad Faeries,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1998.0,,,,,,684847817,3.88,"Brian Froud, Terry Windling"
The Island,https://images.gr-assets.com/books/1344264696m/7726892.jpg,,,,,2010.0,,,,,,316043877,3.88,Elin Hilderbrand
Cycle of the Werewolf,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1983.0,,,,,,451822196,3.62,"Stephen King, Bernie Wrightson"
The Devil's Arithmetic,https://images.gr-assets.com/books/1342046407m/91357.jpg,,eng,,,1988.0,,,,,,142401099,4.04,Jane Yolen
The World Without Us,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,312347294,3.79,Alan Weisman
"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",https://images.gr-assets.com/books/1403179592m/239186.jpg,,en-US,,,1999.0,,,,,,375708278,4.05,Erik Larson
The Rumor,https://images.gr-assets.com/books/1418769681m/23341607.jpg,,eng,,,2015.0,,,,,,316334529,3.69,Elin Hilderbrand
Orlando,https://images.gr-assets.com/books/1443118010m/18839.jpg,,en-GB,,,1928.0,,,,,,141184272,3.86,Virginia Woolf
Thanks for the Memories,https://images.gr-assets.com/books/1328019535m/2410506.jpg,,eng,,,2008.0,,,,,,000723368X,3.69,Cecelia Ahern
Agnes Grey,https://images.gr-assets.com/books/1400875530m/298230.jpg,,,,,1847.0,,,,,,140432108,3.65,"Anne Brontë, Angeline Goreau"
Angels Fall,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006.0,,,,,,399153721,3.98,Nora Roberts
"Pursuit of Honor (Mitch Rapp, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009.0,,,,,,1416595163,4.35,Vince Flynn
Acheron (Dark-Hunter #14),https://images.gr-assets.com/books/1437687512m/2299110.jpg,,en-US,,,2008.0,,,,,,312362153,4.59,Sherrilyn Kenyon
South of Broad,https://images.gr-assets.com/books/1320532445m/6135237.jpg,,eng,,,2009.0,,,,,,038541305X,3.78,Pat Conroy
The Birth House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2006.0,,,,,,676977731,3.99,Ami McKay
"Fade (Wake, #2)",https://images.gr-assets.com/books/1293805966m/3657138.jpg,,eng,,,2009.0,,,,,,1416953582,3.95,Lisa McMann
The Little Friend,https://images.gr-assets.com/books/1327936589m/775346.jpg,,eng,,,2002.0,,,,,,1400031699,3.43,Donna Tartt
"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008.0,,,,,,1423113497,4.58,Rick Riordan
"Savvy (Savvy, #1)",https://images.gr-assets.com/books/1480110534m/2133795.jpg,,en-US,,,2008.0,,,,,,803733062,3.96,Ingrid Law
The Book of Basketball: The NBA According to The Sports Guy,https://images.gr-assets.com/books/1320424763m/4452257.jpg,,en-US,,,2009.0,,,,,,034551176X,4.16,Bill Simmons
"London Bridges (Alex Cross, #10)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004.0,,,,,,446613355,3.92,James Patterson
Wings of Fire: An Autobiography,https://images.gr-assets.com/books/1295670969m/634583.jpg,,en-US,,,1999.0,,,,,,8173711461,4.19,"A.P.J. Abdul Kalam, Arun Tiwari"
"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",https://images.gr-assets.com/books/1314846147m/11401915.jpg,,,,,2011.0,,,,,,62113933,4.22,"L.J. Smith, Kevin Williamson, Julie Plec"
The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,https://images.gr-assets.com/books/1355058876m/13588394.jpg,,eng,,,2012.0,,,,,,159420411X,3.96,Nate Silver
Salt to the Sea,https://images.gr-assets.com/books/1437084512m/25614492.jpg,,eng,,,2016.0,,,,,,399160302,4.36,Ruta Sepetys
"The Body in the Library (Miss Marple, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1942.0,,,,,,157912626X,3.85,Agatha Christie
The Lord of the Rings: The Art of The Fellowship of the Ring,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2002.0,,,,,,618212906,4.59,Gary Russell
